qid,tid,,
483,36,,"insert into question_tag (qid, tid) values(483, 36);"
484,1,,"insert into question_tag (qid, tid) values(484, 1);"
485,28,,"insert into question_tag (qid, tid) values(485, 28);"
486,16,,"insert into question_tag (qid, tid) values(486, 16);"
487,13,,"insert into question_tag (qid, tid) values(487, 13);"
488,22,,"insert into question_tag (qid, tid) values(488, 22);"
489,9,,"insert into question_tag (qid, tid) values(489, 9);"
490,27,,"insert into question_tag (qid, tid) values(490, 27);"
491,34,,"insert into question_tag (qid, tid) values(491, 34);"
492,1,,"insert into question_tag (qid, tid) values(492, 1);"
493,30,,"insert into question_tag (qid, tid) values(493, 30);"
494,27,,"insert into question_tag (qid, tid) values(494, 27);"
495,31,,"insert into question_tag (qid, tid) values(495, 31);"
496,32,,"insert into question_tag (qid, tid) values(496, 32);"
497,5,,"insert into question_tag (qid, tid) values(497, 5);"
498,5,,"insert into question_tag (qid, tid) values(498, 5);"
499,12,,"insert into question_tag (qid, tid) values(499, 12);"
500,9,,"insert into question_tag (qid, tid) values(500, 9);"
501,17,,"insert into question_tag (qid, tid) values(501, 17);"
502,35,,"insert into question_tag (qid, tid) values(502, 35);"
503,31,,"insert into question_tag (qid, tid) values(503, 31);"
504,30,,"insert into question_tag (qid, tid) values(504, 30);"
505,23,,"insert into question_tag (qid, tid) values(505, 23);"
506,14,,"insert into question_tag (qid, tid) values(506, 14);"
507,28,,"insert into question_tag (qid, tid) values(507, 28);"
508,30,,"insert into question_tag (qid, tid) values(508, 30);"
509,37,,"insert into question_tag (qid, tid) values(509, 37);"
510,11,,"insert into question_tag (qid, tid) values(510, 11);"
511,21,,"insert into question_tag (qid, tid) values(511, 21);"
512,17,,"insert into question_tag (qid, tid) values(512, 17);"
513,21,,"insert into question_tag (qid, tid) values(513, 21);"
514,16,,"insert into question_tag (qid, tid) values(514, 16);"
515,25,,"insert into question_tag (qid, tid) values(515, 25);"
516,29,,"insert into question_tag (qid, tid) values(516, 29);"
517,26,,"insert into question_tag (qid, tid) values(517, 26);"
518,10,,"insert into question_tag (qid, tid) values(518, 10);"
519,13,,"insert into question_tag (qid, tid) values(519, 13);"
520,23,,"insert into question_tag (qid, tid) values(520, 23);"
521,20,,"insert into question_tag (qid, tid) values(521, 20);"
522,11,,"insert into question_tag (qid, tid) values(522, 11);"
523,10,,"insert into question_tag (qid, tid) values(523, 10);"
524,28,,"insert into question_tag (qid, tid) values(524, 28);"
525,7,,"insert into question_tag (qid, tid) values(525, 7);"
526,20,,"insert into question_tag (qid, tid) values(526, 20);"
527,26,,"insert into question_tag (qid, tid) values(527, 26);"
528,24,,"insert into question_tag (qid, tid) values(528, 24);"
529,6,,"insert into question_tag (qid, tid) values(529, 6);"
530,29,,"insert into question_tag (qid, tid) values(530, 29);"
531,5,,"insert into question_tag (qid, tid) values(531, 5);"
532,33,,"insert into question_tag (qid, tid) values(532, 33);"
533,8,,"insert into question_tag (qid, tid) values(533, 8);"
534,17,,"insert into question_tag (qid, tid) values(534, 17);"
535,40,,"insert into question_tag (qid, tid) values(535, 40);"
536,31,,"insert into question_tag (qid, tid) values(536, 31);"
537,38,,"insert into question_tag (qid, tid) values(537, 38);"
538,36,,"insert into question_tag (qid, tid) values(538, 36);"
539,23,,"insert into question_tag (qid, tid) values(539, 23);"
540,13,,"insert into question_tag (qid, tid) values(540, 13);"
541,22,,"insert into question_tag (qid, tid) values(541, 22);"
542,24,,"insert into question_tag (qid, tid) values(542, 24);"
543,40,,"insert into question_tag (qid, tid) values(543, 40);"
544,29,,"insert into question_tag (qid, tid) values(544, 29);"
545,32,,"insert into question_tag (qid, tid) values(545, 32);"
546,35,,"insert into question_tag (qid, tid) values(546, 35);"
547,29,,"insert into question_tag (qid, tid) values(547, 29);"
548,3,,"insert into question_tag (qid, tid) values(548, 3);"
549,23,,"insert into question_tag (qid, tid) values(549, 23);"
550,1,,"insert into question_tag (qid, tid) values(550, 1);"
551,23,,"insert into question_tag (qid, tid) values(551, 23);"
552,31,,"insert into question_tag (qid, tid) values(552, 31);"
553,39,,"insert into question_tag (qid, tid) values(553, 39);"
554,16,,"insert into question_tag (qid, tid) values(554, 16);"
555,37,,"insert into question_tag (qid, tid) values(555, 37);"
556,9,,"insert into question_tag (qid, tid) values(556, 9);"
557,26,,"insert into question_tag (qid, tid) values(557, 26);"
558,13,,"insert into question_tag (qid, tid) values(558, 13);"
559,13,,"insert into question_tag (qid, tid) values(559, 13);"
560,13,,"insert into question_tag (qid, tid) values(560, 13);"
561,6,,"insert into question_tag (qid, tid) values(561, 6);"
562,10,,"insert into question_tag (qid, tid) values(562, 10);"
563,1,,"insert into question_tag (qid, tid) values(563, 1);"
564,16,,"insert into question_tag (qid, tid) values(564, 16);"
565,7,,"insert into question_tag (qid, tid) values(565, 7);"
566,10,,"insert into question_tag (qid, tid) values(566, 10);"
567,22,,"insert into question_tag (qid, tid) values(567, 22);"
568,40,,"insert into question_tag (qid, tid) values(568, 40);"
569,5,,"insert into question_tag (qid, tid) values(569, 5);"
570,26,,"insert into question_tag (qid, tid) values(570, 26);"
571,28,,"insert into question_tag (qid, tid) values(571, 28);"
572,34,,"insert into question_tag (qid, tid) values(572, 34);"
573,16,,"insert into question_tag (qid, tid) values(573, 16);"
574,5,,"insert into question_tag (qid, tid) values(574, 5);"
575,16,,"insert into question_tag (qid, tid) values(575, 16);"
576,34,,"insert into question_tag (qid, tid) values(576, 34);"
577,14,,"insert into question_tag (qid, tid) values(577, 14);"
578,8,,"insert into question_tag (qid, tid) values(578, 8);"
579,41,,"insert into question_tag (qid, tid) values(579, 41);"
580,16,,"insert into question_tag (qid, tid) values(580, 16);"
581,17,,"insert into question_tag (qid, tid) values(581, 17);"
582,19,,"insert into question_tag (qid, tid) values(582, 19);"
583,22,,"insert into question_tag (qid, tid) values(583, 22);"
584,28,,"insert into question_tag (qid, tid) values(584, 28);"
585,20,,"insert into question_tag (qid, tid) values(585, 20);"
586,41,,"insert into question_tag (qid, tid) values(586, 41);"
587,17,,"insert into question_tag (qid, tid) values(587, 17);"
588,4,,"insert into question_tag (qid, tid) values(588, 4);"
589,5,,"insert into question_tag (qid, tid) values(589, 5);"
590,33,,"insert into question_tag (qid, tid) values(590, 33);"
591,28,,"insert into question_tag (qid, tid) values(591, 28);"
592,33,,"insert into question_tag (qid, tid) values(592, 33);"
593,31,,"insert into question_tag (qid, tid) values(593, 31);"
594,11,,"insert into question_tag (qid, tid) values(594, 11);"
595,33,,"insert into question_tag (qid, tid) values(595, 33);"
596,16,,"insert into question_tag (qid, tid) values(596, 16);"
597,29,,"insert into question_tag (qid, tid) values(597, 29);"
598,28,,"insert into question_tag (qid, tid) values(598, 28);"
599,7,,"insert into question_tag (qid, tid) values(599, 7);"
600,18,,"insert into question_tag (qid, tid) values(600, 18);"
601,2,,"insert into question_tag (qid, tid) values(601, 2);"
602,39,,"insert into question_tag (qid, tid) values(602, 39);"
603,24,,"insert into question_tag (qid, tid) values(603, 24);"
604,26,,"insert into question_tag (qid, tid) values(604, 26);"
605,18,,"insert into question_tag (qid, tid) values(605, 18);"
606,14,,"insert into question_tag (qid, tid) values(606, 14);"
607,27,,"insert into question_tag (qid, tid) values(607, 27);"
608,14,,"insert into question_tag (qid, tid) values(608, 14);"
609,3,,"insert into question_tag (qid, tid) values(609, 3);"
610,9,,"insert into question_tag (qid, tid) values(610, 9);"
611,25,,"insert into question_tag (qid, tid) values(611, 25);"
612,30,,"insert into question_tag (qid, tid) values(612, 30);"
613,30,,"insert into question_tag (qid, tid) values(613, 30);"
614,4,,"insert into question_tag (qid, tid) values(614, 4);"
615,12,,"insert into question_tag (qid, tid) values(615, 12);"
616,30,,"insert into question_tag (qid, tid) values(616, 30);"
617,5,,"insert into question_tag (qid, tid) values(617, 5);"
618,25,,"insert into question_tag (qid, tid) values(618, 25);"
619,13,,"insert into question_tag (qid, tid) values(619, 13);"
620,2,,"insert into question_tag (qid, tid) values(620, 2);"
621,29,,"insert into question_tag (qid, tid) values(621, 29);"
622,7,,"insert into question_tag (qid, tid) values(622, 7);"
623,25,,"insert into question_tag (qid, tid) values(623, 25);"
624,1,,"insert into question_tag (qid, tid) values(624, 1);"
625,1,,"insert into question_tag (qid, tid) values(625, 1);"
626,18,,"insert into question_tag (qid, tid) values(626, 18);"
627,41,,"insert into question_tag (qid, tid) values(627, 41);"
628,26,,"insert into question_tag (qid, tid) values(628, 26);"
629,5,,"insert into question_tag (qid, tid) values(629, 5);"
630,30,,"insert into question_tag (qid, tid) values(630, 30);"
631,23,,"insert into question_tag (qid, tid) values(631, 23);"
632,39,,"insert into question_tag (qid, tid) values(632, 39);"
633,1,,"insert into question_tag (qid, tid) values(633, 1);"
634,19,,"insert into question_tag (qid, tid) values(634, 19);"
635,6,,"insert into question_tag (qid, tid) values(635, 6);"
636,25,,"insert into question_tag (qid, tid) values(636, 25);"
637,40,,"insert into question_tag (qid, tid) values(637, 40);"
638,38,,"insert into question_tag (qid, tid) values(638, 38);"
639,20,,"insert into question_tag (qid, tid) values(639, 20);"
640,15,,"insert into question_tag (qid, tid) values(640, 15);"
641,15,,"insert into question_tag (qid, tid) values(641, 15);"
642,40,,"insert into question_tag (qid, tid) values(642, 40);"
643,26,,"insert into question_tag (qid, tid) values(643, 26);"
644,11,,"insert into question_tag (qid, tid) values(644, 11);"
645,17,,"insert into question_tag (qid, tid) values(645, 17);"
646,16,,"insert into question_tag (qid, tid) values(646, 16);"
647,19,,"insert into question_tag (qid, tid) values(647, 19);"
648,38,,"insert into question_tag (qid, tid) values(648, 38);"
649,12,,"insert into question_tag (qid, tid) values(649, 12);"
650,37,,"insert into question_tag (qid, tid) values(650, 37);"
651,23,,"insert into question_tag (qid, tid) values(651, 23);"
652,6,,"insert into question_tag (qid, tid) values(652, 6);"
653,4,,"insert into question_tag (qid, tid) values(653, 4);"
654,13,,"insert into question_tag (qid, tid) values(654, 13);"
655,21,,"insert into question_tag (qid, tid) values(655, 21);"
656,32,,"insert into question_tag (qid, tid) values(656, 32);"
657,38,,"insert into question_tag (qid, tid) values(657, 38);"
658,24,,"insert into question_tag (qid, tid) values(658, 24);"
659,27,,"insert into question_tag (qid, tid) values(659, 27);"
660,39,,"insert into question_tag (qid, tid) values(660, 39);"
661,28,,"insert into question_tag (qid, tid) values(661, 28);"
662,39,,"insert into question_tag (qid, tid) values(662, 39);"
663,4,,"insert into question_tag (qid, tid) values(663, 4);"
664,23,,"insert into question_tag (qid, tid) values(664, 23);"
665,34,,"insert into question_tag (qid, tid) values(665, 34);"
666,17,,"insert into question_tag (qid, tid) values(666, 17);"
667,27,,"insert into question_tag (qid, tid) values(667, 27);"
668,38,,"insert into question_tag (qid, tid) values(668, 38);"
669,32,,"insert into question_tag (qid, tid) values(669, 32);"
670,33,,"insert into question_tag (qid, tid) values(670, 33);"
671,3,,"insert into question_tag (qid, tid) values(671, 3);"
672,18,,"insert into question_tag (qid, tid) values(672, 18);"
673,26,,"insert into question_tag (qid, tid) values(673, 26);"
674,37,,"insert into question_tag (qid, tid) values(674, 37);"
675,12,,"insert into question_tag (qid, tid) values(675, 12);"
676,26,,"insert into question_tag (qid, tid) values(676, 26);"
677,35,,"insert into question_tag (qid, tid) values(677, 35);"
678,31,,"insert into question_tag (qid, tid) values(678, 31);"
679,21,,"insert into question_tag (qid, tid) values(679, 21);"
680,22,,"insert into question_tag (qid, tid) values(680, 22);"
681,7,,"insert into question_tag (qid, tid) values(681, 7);"
682,1,,"insert into question_tag (qid, tid) values(682, 1);"
683,36,,"insert into question_tag (qid, tid) values(683, 36);"
684,1,,"insert into question_tag (qid, tid) values(684, 1);"
685,2,,"insert into question_tag (qid, tid) values(685, 2);"
686,40,,"insert into question_tag (qid, tid) values(686, 40);"
687,40,,"insert into question_tag (qid, tid) values(687, 40);"
688,4,,"insert into question_tag (qid, tid) values(688, 4);"
689,6,,"insert into question_tag (qid, tid) values(689, 6);"
690,8,,"insert into question_tag (qid, tid) values(690, 8);"
691,18,,"insert into question_tag (qid, tid) values(691, 18);"
692,37,,"insert into question_tag (qid, tid) values(692, 37);"
693,27,,"insert into question_tag (qid, tid) values(693, 27);"
694,5,,"insert into question_tag (qid, tid) values(694, 5);"
695,40,,"insert into question_tag (qid, tid) values(695, 40);"
696,41,,"insert into question_tag (qid, tid) values(696, 41);"
697,33,,"insert into question_tag (qid, tid) values(697, 33);"
698,36,,"insert into question_tag (qid, tid) values(698, 36);"
699,20,,"insert into question_tag (qid, tid) values(699, 20);"
700,21,,"insert into question_tag (qid, tid) values(700, 21);"
701,29,,"insert into question_tag (qid, tid) values(701, 29);"
702,22,,"insert into question_tag (qid, tid) values(702, 22);"
703,32,,"insert into question_tag (qid, tid) values(703, 32);"
704,13,,"insert into question_tag (qid, tid) values(704, 13);"
705,24,,"insert into question_tag (qid, tid) values(705, 24);"
706,15,,"insert into question_tag (qid, tid) values(706, 15);"
707,2,,"insert into question_tag (qid, tid) values(707, 2);"
708,19,,"insert into question_tag (qid, tid) values(708, 19);"
709,16,,"insert into question_tag (qid, tid) values(709, 16);"
710,23,,"insert into question_tag (qid, tid) values(710, 23);"
711,38,,"insert into question_tag (qid, tid) values(711, 38);"
712,17,,"insert into question_tag (qid, tid) values(712, 17);"
713,26,,"insert into question_tag (qid, tid) values(713, 26);"
714,8,,"insert into question_tag (qid, tid) values(714, 8);"
715,26,,"insert into question_tag (qid, tid) values(715, 26);"
716,19,,"insert into question_tag (qid, tid) values(716, 19);"
717,9,,"insert into question_tag (qid, tid) values(717, 9);"
718,3,,"insert into question_tag (qid, tid) values(718, 3);"
719,21,,"insert into question_tag (qid, tid) values(719, 21);"
720,8,,"insert into question_tag (qid, tid) values(720, 8);"
721,25,,"insert into question_tag (qid, tid) values(721, 25);"
722,4,,"insert into question_tag (qid, tid) values(722, 4);"
723,30,,"insert into question_tag (qid, tid) values(723, 30);"
